Date,Open,High,Low,Close,Adj Close,Volume
05-03-1999,0.041926999,0.044009998,0.041926999,0.043880001,0.018534578,78768000
08-03-1999,0.042707998,0.045832999,0.041926999,0.044530999,0.018809555,75888000
09-03-1999,0.044401001,0.046615001,0.044401001,0.045963999,0.01941485,143184000
10-03-1999,0.046615001,0.046615001,0.044530999,0.045182001,0.019084543,235344000
11-03-1999,0.044401001,0.045182001,0.043228999,0.043228999,0.018259609,54288000
12-03-1999,0.04349,0.04349,0.041666999,0.042447999,0.017929714,90768000
15-03-1999,0.04349,0.044792,0.043228999,0.044271,0.018699735,108816000
16-03-1999,0.044530999,0.045051999,0.042447999,0.042838998,0.018094873,79152000
17-03-1999,0.043228999,0.044009998,0.042057,0.043099001,0.018204696,51360000
18-03-1999,0.043228999,0.044271,0.042188,0.043620002,0.018424755,46320000
19-03-1999,0.04349,0.045051999,0.04349,0.043749999,0.018479669,105312000
22-03-1999,0.044661,0.044792,0.042447999,0.042447999,0.017929714,36672000
23-03-1999,0.042707998,0.042707998,0.039062999,0.039843999,0.016829805,163968000
24-03-1999,0.039583001,0.039843999,0.038020998,0.039583001,0.016719561,60864000
25-03-1999,0.039453,0.041666999,0.039322998,0.040104002,0.016939631,40320000
26-03-1999,0.040624999,0.043749999,0.040624999,0.043620002,0.018424755,88272000
29-03-1999,0.044922002,0.045963999,0.044140998,0.044922002,0.018974718,65952000
30-03-1999,0.045051999,0.045442998,0.040885001,0.041145999,0.017379764,69504000
31-03-1999,0.042447999,0.044530999,0.040495001,0.044009998,0.018589493,153600000
01-04-1999,0.044009998,0.044271,0.041926999,0.042707998,0.018039539,30432000
05-04-1999,0.042188,0.043228999,0.041145999,0.041405998,0.01748958,98640000
06-04-1999,0.041797001,0.041926999,0.039583001,0.040364999,0.017049873,69696000
07-04-1999,0.040624999,0.044009998,0.040364999,0.043749999,0.018479669,89280000
08-04-1999,0.044009998,0.045832999,0.04349,0.044530999,0.018809555,130128000
09-04-1999,0.044792,0.044792,0.04349,0.043749999,0.018479669,48624000
12-04-1999,0.043228999,0.043228999,0.041145999,0.041926999,0.017709645,33312000
13-04-1999,0.042707998,0.042707998,0.039583001,0.040233999,0.016994534,36144000
14-04-1999,0.040104002,0.041016001,0.039062999,0.039062999,0.016499916,48288000
15-04-1999,0.040104002,0.040104002,0.039062999,0.040104002,0.016939631,35856000
16-04-1999,0.039843999,0.042057,0.039843999,0.041405998,0.01748958,38928000
19-04-1999,0.041926999,0.041926999,0.039062999,0.039583001,0.016719561,31296000
20-04-1999,0.039583001,0.041145999,0.038410999,0.038802002,0.016389672,67680000
21-04-1999,0.038802002,0.039583001,0.038541999,0.039453,0.016664648,37488000
22-04-1999,0.039583001,0.039583001,0.03737,0.037760001,0.01594954,227184000
23-04-1999,0.037629999,0.037760001,0.035677001,0.035937998,0.01517994,126048000
26-04-1999,0.035937998,0.036458001,0.033333,0.034115002,0.014409922,123504000
27-04-1999,0.034896001,0.038020998,0.034375001,0.037760001,0.01594954,226944000
28-04-1999,0.038020998,0.038020998,0.036327999,0.037500001,0.015839716,120096000
29-04-1999,0.037629999,0.037760001,0.036719002,0.037500001,0.015839716,48144000
30-04-1999,0.037891001,0.039583001,0.037629999,0.038020998,0.01605979,99312000
03-05-1999,0.038410999,0.038410999,0.037239999,0.038281001,0.01616961,33840000
04-05-1999,0.038281001,0.038281001,0.035417002,0.036198001,0.015289763,96048000
05-05-1999,0.036458001,0.036979001,0.034375001,0.036979001,0.015619651,144576000
06-05-1999,0.036719002,0.037500001,0.035156,0.036263,0.015317219,35616000
07-05-1999,0.035156,0.036719002,0.035156,0.036458001,0.015399587,25008000
10-05-1999,0.036198001,0.037239999,0.036198001,0.036458001,0.015399587,19680000
11-05-1999,0.038020998,0.039583001,0.037239999,0.038410999,0.016224518,171744000
12-05-1999,0.038802002,0.039714001,0.038281001,0.039583001,0.016719561,168480000
13-05-1999,0.039583001,0.040624999,0.039453,0.039583001,0.016719561,69936000
14-05-1999,0.039583001,0.039583001,0.036979001,0.037500001,0.015839716,28464000
17-05-1999,0.036979001,0.039322998,0.036849,0.039322998,0.016609736,35760000
18-05-1999,0.039714001,0.041666999,0.038541999,0.041145999,0.017379764,151536000
19-05-1999,0.042969,0.044530999,0.038672,0.039322998,0.016609736,451728000
20-05-1999,0.039583001,0.039583001,0.034766,0.036198001,0.015289763,178176000
21-05-1999,0.035677001,0.035677001,0.034375001,0.035417002,0.014959877,303504000
24-05-1999,0.035677001,0.036458001,0.034766,0.035286002,0.014904541,162624000
25-05-1999,0.035417002,0.035937998,0.035156,0.035546999,0.015014783,130080000
26-05-1999,0.035417002,0.037239999,0.035417002,0.035417002,0.014959877,104736000
27-05-1999,0.035677001,0.035677001,0.035156,0.035156,0.014849628,82320000
28-05-1999,0.035677001,0.035677001,0.035156,0.035546999,0.015014783,88656000
01-06-1999,0.035417002,0.035677001,0.034896001,0.035677001,0.015069696,98544000
02-06-1999,0.035677001,0.035677001,0.034375001,0.034375001,0.014519743,130128000
03-06-1999,0.035286002,0.035546999,0.034896001,0.035286002,0.014904541,41568000
04-06-1999,0.035546999,0.035677001,0.035286002,0.035546999,0.015014783,78912000
07-06-1999,0.035742,0.036458001,0.035677001,0.035937998,0.01517994,125136000
08-06-1999,0.036068,0.037500001,0.035937998,0.036849,0.015564738,153312000
09-06-1999,0.036979001,0.038281001,0.036979001,0.037500001,0.015839716,95184000
10-06-1999,0.037500001,0.037760001,0.037239999,0.037629999,0.015894629,36096000
11-06-1999,0.037629999,0.037760001,0.035546999,0.036849,0.015564738,61008000
14-06-1999,0.036913998,0.036979001,0.035156,0.035417002,0.014959877,51648000
15-06-1999,0.035417002,0.035677001,0.034896001,0.035417002,0.014959877,49296000
16-06-1999,0.035937998,0.037500001,0.035417002,0.036458001,0.015399587,64416000
17-06-1999,0.036198001,0.036719002,0.035417002,0.035417002,0.014959877,74928000
18-06-1999,0.035677001,0.035677001,0.034115002,0.034115002,0.014409922,158736000
21-06-1999,0.035156,0.035937998,0.034212001,0.035937998,0.01517994,83472000
22-06-1999,0.035937998,0.035937998,0.034504998,0.035286002,0.014904541,193056000
23-06-1999,0.034896001,0.035937998,0.034504998,0.035937998,0.01517994,210912000
24-06-1999,0.036198001,0.036198001,0.034896001,0.035156,0.014849628,115200000
25-06-1999,0.034896001,0.036068,0.034896001,0.035677001,0.015069696,73536000
28-06-1999,0.036849,0.036849,0.035417002,0.036198001,0.015289763,109152000
29-06-1999,0.036719002,0.037108999,0.036198001,0.036589,0.015454916,92688000
30-06-1999,0.037760001,0.039843999,0.036979001,0.039843999,0.016829805,269232000
01-07-1999,0.039843999,0.039843999,0.035677001,0.037760001,0.01594954,88992000
02-07-1999,0.038281001,0.040495001,0.037500001,0.040495001,0.017104784,224880000
06-07-1999,0.040885001,0.040885001,0.040104002,0.040624999,0.017159693,198096000
07-07-1999,0.040885001,0.040885001,0.039843999,0.039843999,0.016829805,63120000
08-07-1999,0.040104002,0.041405998,0.038802002,0.040755,0.017214602,186048000
09-07-1999,0.040624999,0.044530999,0.040624999,0.044206001,0.018672287,211728000
12-07-1999,0.046875,0.048177,0.045051999,0.046224002,0.019524667,401040000
13-07-1999,0.046744999,0.047005001,0.044271,0.046354,0.019579584,138864000
14-07-1999,0.046354,0.047396,0.044271,0.044530999,0.018809555,137952000
15-07-1999,0.044922002,0.046354,0.044792,0.044792,0.018919799,137040000
16-07-1999,0.045573,0.046094,0.044792,0.045703001,0.019304603,103872000
19-07-1999,0.045832999,0.045963999,0.044271,0.044530999,0.018809555,43632000
20-07-1999,0.044530999,0.044530999,0.042188,0.043749999,0.018479669,178752000
21-07-1999,0.043228999,0.043228999,0.041145999,0.042447999,0.017929714,112080000
22-07-1999,0.042188,0.042188,0.040104002,0.040495001,0.017104784,213264000
23-07-1999,0.040364999,0.041666999,0.040364999,0.040495001,0.017104784,80256000
26-07-1999,0.041536,0.041536,0.040624999,0.040624999,0.017159693,60528000
27-07-1999,0.040624999,0.040885001,0.040104002,0.040755,0.017214602,98592000
28-07-1999,0.040624999,0.041926999,0.040495001,0.041405998,0.01748958,244224000
29-07-1999,0.040624999,0.041926999,0.040364999,0.041797001,0.017654739,388800000
30-07-1999,0.041797001,0.042969,0.041666999,0.041926999,0.017709645,452304000
02-08-1999,0.041926999,0.042447999,0.041666999,0.042318001,0.017874802,313344000
03-08-1999,0.042318001,0.042318001,0.040885001,0.041276,0.017434672,255216000
04-08-1999,0.041536,0.041666999,0.041145999,0.041276,0.017434672,89952000
05-08-1999,0.041276,0.041926999,0.040624999,0.041926999,0.017709645,240576000
06-08-1999,0.041797001,0.042057,0.041666999,0.041926999,0.017709645,183984000
09-08-1999,0.042057,0.042447999,0.041666999,0.041926999,0.017709645,31056000
10-08-1999,0.042188,0.044530999,0.041926999,0.042707998,0.018039539,212064000
11-08-1999,0.04349,0.046094,0.042969,0.045573,0.019249687,197712000
12-08-1999,0.045832999,0.048958,0.045573,0.047786001,0.02018445,239616000
13-08-1999,0.047396,0.048307002,0.046875,0.047265999,0.019964803,84672000
16-08-1999,0.047656,0.047656,0.043880001,0.045442998,0.019194782,223440000
17-08-1999,0.045573,0.046354,0.044401001,0.045573,0.019249687,193536000
18-08-1999,0.045051999,0.047134999,0.044140998,0.046615001,0.019689823,279888000
19-08-1999,0.049869999,0.059115,0.048177,0.056510001,0.023869401,1966992000
20-08-1999,0.056641001,0.057030998,0.053906001,0.055989999,0.023649756,353088000
23-08-1999,0.055208001,0.055208001,0.050781,0.052604001,0.022219529,507984000
24-08-1999,0.051823001,0.052864999,0.049219001,0.052344002,0.022109712,398064000
25-08-1999,0.052474,0.052995,0.050000001,0.052083001,0.021999467,350352000
26-08-1999,0.052083001,0.052864999,0.050521001,0.051302001,0.021669576,275376000
27-08-1999,0.052344002,0.056249999,0.052083001,0.054166999,0.022879733,552384000
30-08-1999,0.055078,0.056120001,0.051693,0.053971,0.02279694,158640000
31-08-1999,0.054166999,0.058853999,0.053125001,0.058594,0.024749661,786864000
01-09-1999,0.058594,0.058594,0.054947998,0.055858999,0.02359442,565344000
02-09-1999,0.054035999,0.055468999,0.052864999,0.055208001,0.023319442,341088000
03-09-1999,0.056249999,0.057030998,0.055208001,0.055599,0.023484603,258864000
07-09-1999,0.056510001,0.056510001,0.055078,0.055339001,0.02337477,124416000
08-09-1999,0.055468999,0.055858999,0.055208001,0.055208001,0.023319442,170064000
09-09-1999,0.055729002,0.056120001,0.053385001,0.054427002,0.022989551,209472000
10-09-1999,0.055339001,0.055989999,0.054947998,0.055208001,0.023319442,167424000
13-09-1999,0.055468999,0.055468999,0.052864999,0.053385001,0.022549422,174432000
14-09-1999,0.053385001,0.053385001,0.051562998,0.051823001,0.021889642,250368000
15-09-1999,0.051171999,0.052864999,0.050781,0.052214,0.022054804,212736000
16-09-1999,0.051562998,0.052083001,0.05026,0.050911002,0.021504423,158112000
17-09-1999,0.050586,0.051042002,0.048958,0.050781,0.02144951,171648000
20-09-1999,0.049869999,0.050521001,0.048958,0.048958,0.020679483,229104000
21-09-1999,0.047917001,0.048177,0.043620002,0.044271,0.018699735,737328000
22-09-1999,0.044271,0.045573,0.041666999,0.045313001,0.019139865,375984000
23-09-1999,0.045442998,0.045573,0.041145999,0.041536,0.017544495,379584000
24-09-1999,0.041666999,0.042707998,0.034896001,0.037760001,0.01594954,684912000
27-09-1999,0.040233999,0.040885001,0.037760001,0.040104002,0.016939631,432000000
28-09-1999,0.040169001,0.044271,0.040104002,0.043749999,0.018479669,413184000
29-09-1999,0.044661,0.046354,0.039583001,0.040233999,0.016994534,594048000
30-09-1999,0.041666999,0.042969,0.039583001,0.040104002,0.016939631,342528000
01-10-1999,0.039453,0.040885001,0.037760001,0.039843999,0.016829805,347760000
04-10-1999,0.041145999,0.041276,0.040104002,0.040624999,0.017159693,177600000
05-10-1999,0.040624999,0.044792,0.040624999,0.044530999,0.018809555,478080000
06-10-1999,0.044661,0.052083001,0.044271,0.049869999,0.021064712,1508736000
07-10-1999,0.051952999,0.051952999,0.046354,0.046615001,0.019689823,487296000
08-10-1999,0.046615001,0.050391,0.044792,0.048958,0.020679483,398928000
11-10-1999,0.049348999,0.049479,0.046354,0.047656,0.020129532,544464000
12-10-1999,0.047917001,0.048438001,0.046875,0.047005001,0.01985456,322992000
13-10-1999,0.046484001,0.046484001,0.044792,0.045703001,0.019304603,280368000
14-10-1999,0.045832999,0.045832999,0.044271,0.044792,0.018919799,192336000
15-10-1999,0.042578001,0.044792,0.042447999,0.044530999,0.018809555,210720000
18-10-1999,0.044661,0.044661,0.041926999,0.042188,0.017819896,215184000
19-10-1999,0.04349,0.04349,0.039714001,0.040495001,0.017104784,308928000
20-10-1999,0.041145999,0.042447999,0.040495001,0.041926999,0.017709645,348720000
21-10-1999,0.041797001,0.043880001,0.040624999,0.043880001,0.018534578,382128000
22-10-1999,0.043749999,0.046224002,0.043749999,0.044922002,0.018974718,286752000
25-10-1999,0.044661,0.045313001,0.042707998,0.042707998,0.018039539,213840000
26-10-1999,0.044530999,0.048438001,0.044271,0.046875,0.019799644,481248000
27-10-1999,0.047134999,0.047396,0.044009998,0.044792,0.018919799,214128000
28-10-1999,0.045051999,0.045832999,0.042447999,0.042707998,0.018039539,222768000
29-10-1999,0.043228999,0.046875,0.042969,0.046094,0.019469758,330528000
01-11-1999,0.045313001,0.050781,0.045313001,0.048958,0.020679483,782544000
02-11-1999,0.049869999,0.052344002,0.049479,0.052083001,0.021999467,837504000
03-11-1999,0.054166999,0.058594,0.053776,0.057161,0.024144374,2011680000
04-11-1999,0.057813,0.062369999,0.057813,0.060807001,0.02568442,1260336000
05-11-1999,0.0625,0.063020997,0.055989999,0.058853999,0.024859486,616368000
08-11-1999,0.057030998,0.062240001,0.055208001,0.060547002,0.025574606,470016000
09-11-1999,0.060417,0.060676999,0.057291999,0.059634998,0.025189377,272352000
10-11-1999,0.059831001,0.059896,0.057943001,0.059115,0.024969727,144048000
11-11-1999,0.059115,0.066405997,0.057813,0.063281,0.026729418,562704000
12-11-1999,0.066016003,0.066666998,0.062240001,0.066666998,0.028159633,501504000
15-11-1999,0.067121997,0.069141001,0.064323001,0.065365002,0.027609687,362208000
16-11-1999,0.066927001,0.072916999,0.066666998,0.071615003,0.030249637,723792000
17-11-1999,0.072916999,0.078125,0.071874999,0.074349001,0.031404458,786384000
18-11-1999,0.075911,0.076563001,0.073958002,0.074608997,0.031514276,235968000
19-11-1999,0.083594002,0.092448004,0.083333001,0.089322999,0.037729364,2165184000
22-11-1999,0.091601998,0.091666996,0.083853997,0.089193001,0.037674438,540192000
23-11-1999,0.080077998,0.083724,0.079167001,0.082813002,0.034979586,553248000
24-11-1999,0.082422003,0.083333001,0.074088998,0.080208004,0.033879261,406848000
26-11-1999,0.079426996,0.080208004,0.077082999,0.079687998,0.033659611,71760000
29-11-1999,0.079426996,0.080468997,0.075000003,0.076823004,0.032449454,298608000
30-11-1999,0.077082999,0.078385003,0.072135001,0.072135001,0.030469276,314688000
01-12-1999,0.072135001,0.076823004,0.072135001,0.075781003,0.032009326,223536000
02-12-1999,0.076041996,0.082422003,0.076041996,0.081380002,0.034374293,309888000
03-12-1999,0.082161002,0.083594002,0.078385003,0.079426996,0.033549368,342768000
06-12-1999,0.079687998,0.082030997,0.079687998,0.081641003,0.034484543,178608000
07-12-1999,0.082291998,0.082422003,0.075781003,0.078906,0.033329297,186384000
08-12-1999,0.078645997,0.083203003,0.078385003,0.082422003,0.034814429,201696000
09-12-1999,0.082291998,0.084375001,0.077082999,0.079948001,0.033769429,214944000
10-12-1999,0.081380002,0.081771001,0.077604003,0.079035997,0.0333842,98304000
13-12-1999,0.078125,0.080858998,0.077082999,0.078776002,0.03327439,183840000
14-12-1999,0.078906,0.080858998,0.076692998,0.077473998,0.032724433,273888000
15-12-1999,0.076953001,0.077344,0.073177002,0.075000003,0.031679433,205968000
16-12-1999,0.075391002,0.076563001,0.074219003,0.074478999,0.031459369,132576000
17-12-1999,0.076563001,0.079557002,0.076172002,0.078385003,0.033109229,262080000
20-12-1999,0.078515999,0.086425997,0.075781003,0.084895998,0.035859428,402432000
21-12-1999,0.084895998,0.088671997,0.081771001,0.088541999,0.037399471,388368000
22-12-1999,0.088802002,0.091666996,0.085417002,0.090625003,0.038279317,251184000
23-12-1999,0.090755001,0.096874997,0.090365,0.096615002,0.040809434,280224000
27-12-1999,0.098697998,0.098828003,0.091926999,0.092969,0.03926941,202416000
28-12-1999,0.092969,0.096354,0.092448004,0.092707999,0.039159168,179184000
29-12-1999,0.092513002,0.096874997,0.092448004,0.095833004,0.040479142,132144000
30-12-1999,0.095833004,0.097266003,0.094270997,0.096615002,0.040809434,139776000
31-12-1999,0.096418999,0.097916998,0.096093997,0.097786002,0.041304067,127344000
03-01-2000,0.098438002,0.099219002,0.091926999,0.097525999,0.041194253,300912000
04-01-2000,0.095833004,0.096093997,0.090103999,0.094921999,0.040094327,300480000
05-01-2000,0.092188001,0.09375,0.090494998,0.091797002,0.038774364,188352000
06-01-2000,0.091797002,0.091797002,0.082291998,0.085807003,0.03624424,120480000
07-01-2000,0.085417002,0.088151,0.084114999,0.087240003,0.03684951,71184000
10-01-2000,0.087499999,0.09375,0.085937999,0.090103999,0.03805925,239856000
11-01-2000,0.089583002,0.090625003,0.086457998,0.086457998,0.036519218,148128000
12-01-2000,0.086457998,0.086589001,0.083072998,0.084244996,0.03558445,123552000
13-01-2000,0.084114999,0.088541999,0.083072998,0.087760001,0.037069157,132192000
14-01-2000,0.089063004,0.095182002,0.088802002,0.091536,0.038664121,604560000
18-01-2000,0.092707999,0.095833004,0.088541999,0.095443003,0.040314402,261648000
19-01-2000,0.095833004,0.095833004,0.09375,0.094531,0.039929185,164688000
20-01-2000,0.095312998,0.100520998,0.093489997,0.094270997,0.039819352,179568000
21-01-2000,0.094010003,0.094401002,0.090884998,0.093229003,0.039379235,544272000
24-01-2000,0.096224003,0.096224003,0.088541999,0.089063004,0.037619542,256944000
25-01-2000,0.089452997,0.090365,0.085417002,0.088280998,0.037289217,237120000
26-01-2000,0.088280998,0.090625003,0.083072998,0.084634997,0.035749182,232464000
27-01-2000,0.085285999,0.085285999,0.077082999,0.080208004,0.033879261,458208000
28-01-2000,0.079167001,0.079687998,0.07474,0.077864997,0.032889586,194448000
31-01-2000,0.078254998,0.079948001,0.072916999,0.077214003,0.032614607,182400000
01-02-2000,0.077344,0.079687998,0.074478999,0.079035997,0.0333842,92976000
02-02-2000,0.079426996,0.082813002,0.079035997,0.081249997,0.034319386,149040000
03-02-2000,0.083853997,0.085547,0.082030997,0.082552001,0.034869343,108240000
04-02-2000,0.085156001,0.085156001,0.082813002,0.084504999,0.035694271,123696000
07-02-2000,0.084895998,0.084895998,0.079167001,0.079296999,0.033494454,217488000
08-02-2000,0.081249997,0.085937999,0.079167001,0.083072998,0.035089407,468816000
09-02-2000,0.086198002,0.087630004,0.085026003,0.085156001,0.035969242,589056000
10-02-2000,0.090365,0.104166999,0.090365,0.102604002,0.043339152,970080000
11-02-2000,0.107681997,0.107813001,0.096615002,0.104166999,0.043999352,423792000
14-02-2000,0.104427002,0.120833002,0.103385001,0.120833002,0.051038951,650112000
15-02-2000,0.121094003,0.121224001,0.111198001,0.116145998,0.049059197,450480000
16-02-2000,0.117448002,0.125521004,0.116145998,0.121483997,0.051313918,1019568000
17-02-2000,0.121353999,0.126562998,0.119530998,0.125781,0.053128947,535776000
18-02-2000,0.123957999,0.142187998,0.123047002,0.140365005,0.059289128,960864000
22-02-2000,0.135938004,0.137759998,0.131249994,0.136457995,0.057638839,542496000
23-02-2000,0.134895995,0.138671994,0.133203,0.137239993,0.057969134,511392000
24-02-2000,0.138021007,0.138932005,0.130208001,0.135938004,0.057419188,244320000
25-02-2000,0.136068001,0.136068001,0.121875003,0.127473995,0.053844046,278736000
28-02-2000,0.126822993,0.128124997,0.124479003,0.126562998,0.053459242,517872000
29-02-2000,0.125781,0.134895995,0.125781,0.133332998,0.056318857,306048000
01-03-2000,0.133332998,0.133332998,0.127343997,0.129427001,0.054669,383568000
02-03-2000,0.130468994,0.130468994,0.120313004,0.120702997,0.050984044,191040000
03-03-2000,0.120833002,0.123957999,0.119791999,0.122656003,0.051808968,273696000
06-03-2000,0.123438001,0.132813007,0.120833002,0.121875003,0.051479094,432096000
07-03-2000,0.15625,0.181770995,0.149479002,0.173567995,0.073313795,1952208000
08-03-2000,0.173470005,0.176562995,0.160937995,0.174999997,0.073918678,668736000
09-03-2000,0.177083001,0.224999994,0.176562995,0.208951995,0.088259734,952944000
10-03-2000,0.219791993,0.302082986,0.218228996,0.245832995,0.103837997,2161200000
13-03-2000,0.222917005,0.3125,0.220833004,0.310938001,0.131337851,2415168000
14-03-2000,0.30924499,0.30924499,0.224999994,0.229426995,0.096908219,1567776000
15-03-2000,0.245866001,0.252214015,0.212500006,0.220052004,0.092948295,995616000
16-03-2000,0.227082998,0.234896004,0.192968994,0.196190998,0.082869597,750384000
17-03-2000,0.191667005,0.222917005,0.191633999,0.208073005,0.087888464,557616000
20-03-2000,0.216276005,0.223177001,0.201302007,0.207943007,0.087833561,365280000
21-03-2000,0.208333001,0.210155994,0.181250006,0.197656006,0.083488382,536640000
22-03-2000,0.199219003,0.205208004,0.195832998,0.199089006,0.084093712,230592000
23-03-2000,0.197265998,0.213541999,0.196875006,0.202603996,0.085578382,309408000
24-03-2000,0.201302007,0.210417002,0.1875,0.194141001,0.082003698,231600000
27-03-2000,0.193749994,0.200000003,0.179688007,0.181380004,0.076613531,388944000
28-03-2000,0.175129995,0.177083001,0.164582998,0.167839006,0.070893914,393312000
29-03-2000,0.168489993,0.172396004,0.150000006,0.156771004,0.066218913,469440000
30-03-2000,0.152082995,0.170313001,0.146874994,0.155858994,0.065833673,361920000
31-03-2000,0.166503996,0.183072999,0.163542002,0.176008999,0.074344881,962976000
03-04-2000,0.174413994,0.174999997,0.157682002,0.162239999,0.068528958,329952000
04-04-2000,0.170833007,0.173697993,0.118749999,0.15625,0.065998815,513792000
05-04-2000,0.157812998,0.203125,0.149739996,0.191016003,0.080683708,639600000
06-04-2000,0.199870005,0.210025996,0.190365002,0.199870005,0.084423579,404592000
07-04-2000,0.209895998,0.21875,0.201041996,0.213671997,0.090253443,318576000
10-04-2000,0.217317998,0.229947999,0.190754995,0.194792002,0.082278684,395280000
11-04-2000,0.181217,0.197916999,0.166666999,0.183202997,0.077383555,457584000
12-04-2000,0.183464006,0.1875,0.163542002,0.164193004,0.069353878,313440000
13-04-2000,0.165494993,0.171353996,0.154427007,0.157160997,0.066383623,313296000
14-04-2000,0.147135004,0.158464,0.136457995,0.143326998,0.060540244,421920000
17-04-2000,0.131249994,0.15625,0.131249994,0.150650993,0.063633852,294096000
18-04-2000,0.165820003,0.186978996,0.160937995,0.177343994,0.074908756,477504000
19-04-2000,0.182943001,0.185416996,0.166666999,0.168880001,0.071333617,278352000
20-04-2000,0.173437998,0.176693007,0.165625006,0.167969003,0.070948839,153936000
24-04-2000,0.158333004,0.165364996,0.151301995,0.159635007,0.067428611,205968000
25-04-2000,0.166796997,0.182291999,0.166406006,0.177083001,0.074798532,249696000
26-04-2000,0.189453006,0.193749994,0.174999997,0.175260007,0.074028499,254112000
27-04-2000,0.163542002,0.191405997,0.162630007,0.189583004,0.080078438,280992000
28-04-2000,0.192578003,0.200000003,0.185677007,0.185677007,0.078428566,179040000
01-05-2000,0.192708001,0.196875006,0.187108994,0.191667005,0.080958702,119424000
02-05-2000,0.191667005,0.202865005,0.178905994,0.184245005,0.077823699,234000000
03-05-2000,0.183072999,0.189062998,0.166666999,0.181250006,0.076558635,329184000
04-05-2000,0.180858999,0.191146001,0.179297,0.183464006,0.077493824,241200000
05-05-2000,0.182681993,0.196354002,0.180207998,0.191927001,0.081068508,170592000
08-05-2000,0.186978996,0.193749994,0.184634998,0.184896007,0.07809867,185136000
09-05-2000,0.188021004,0.189583004,0.177083001,0.182291999,0.076998748,176832000
10-05-2000,0.180469006,0.180599004,0.162760004,0.164323002,0.069408812,274080000
11-05-2000,0.166666999,0.174348995,0.164453,0.171353996,0.072378628,245904000
12-05-2000,0.176042005,0.185416996,0.166145995,0.166145995,0.070178814,187824000
15-05-2000,0.165364996,0.180469006,0.157291993,0.177604005,0.075018585,282096000
16-05-2000,0.185416996,0.201432005,0.183332995,0.195832998,0.082718387,366432000
17-05-2000,0.206249997,0.238802001,0.206119999,0.230207995,0.097238116,1290624000
18-05-2000,0.231509998,0.235285997,0.213150993,0.214582995,0.090638243,509904000
19-05-2000,0.208333001,0.219791993,0.206771001,0.212760001,0.089868218,521184000
22-05-2000,0.210417002,0.226563007,0.191797003,0.226563007,0.095698513,517152000
23-05-2000,0.220833004,0.245702997,0.217188001,0.224739999,0.094928481,778560000
24-05-2000,0.224479005,0.228125006,0.192187995,0.221874997,0.093718298,739632000
25-05-2000,0.225130007,0.238542005,0.216015995,0.21875,0.092398345,569184000
26-05-2000,0.219857007,0.225911006,0.206249997,0.219857007,0.092865929,183456000
30-05-2000,0.225780994,0.234634995,0.224739999,0.228906006,0.096688159,303648000
31-05-2000,0.228125006,0.241667002,0.228125006,0.237760007,0.100428015,469536000
01-06-2000,0.244791999,0.247005001,0.238280997,0.244400993,0.103233121,418992000
02-06-2000,0.249478996,0.277083009,0.249478996,0.274089009,0.115773119,592176000
